year_manufactured,brand,model,km_tra,fuel,trans,rto,emi,sale_price
2021,Tata,ALTROZ,84294,Petrol,Manual,Telangana,8918.0,505000.0
2015,Volkswagen,Vento,121235,Diesel,Manual,Gujarat,10766.0,324000.0
2015,Volkswagen,Vento,83539,Petrol,Auto,Maharashtra,6978.0,265000.0
2015,Honda,Brio,39212,Petrol,Manual,Haryana,4733.0,180000.0
2022,Tata,Tiago,83247,Petrol,Manual,Haryana,6302.0,357000.0
2021,Hyundai,NEW I20,33929,Petrol,Auto,Karnataka,10856.0,615000.0
2020,KIA,SONET,21793,Petrol,Auto,Haryana,10715.0,607000.0
2016,Ford,Ecosport,50410,Petrol,Manual,Delhi,6295.0,283000.0
2020,Landrover,DISCOVERY SPORT,56121,Diesel,Auto,Maharashtra,66349.0,3875000.0
2022,Maruti,Alto K10,38696,Petrol,Manual,Punjab,5455.0,309000.0
2017,Datsun,Redi Go,51585,Petrol,Manual,Karnataka,3226.0,165000.0
2020,Nissan,MAGNITE,35638,Petrol,Manual,Uttar Pradesh,8916.0,505000.0
2017,Maruti,Baleno,89482,Petrol,Manual,Maharashtra,7292.0,373000.0
2019,Honda,Amaze,70348,Petrol,Manual,Uttar Pradesh,6281.0,356000.0
2019,Maruti,New Wagon-R,25027,Petrol,Manual,Maharashtra,6231.0,353000.0
2015,Maruti,Wagon R 1.0,88204,Petrol,Manual,Gujarat,6188.0,235000.0
2023,Toyota,Glanza,14425,Petrol,Manual,Maharashtra,12198.0,691000.0
2021,Hyundai,Verna,73833,Petrol,Manual,Uttar Pradesh,14101.0,799000.0
2023,KIA,SONET,32515,Petrol,Manual,Karnataka,13081.0,741000.0
2014,Hyundai,Xcent,97811,Petrol,Manual,Delhi,8450.0,254000.0
2020,Renault,TRIBER,39612,Petrol,Manual,Haryana,5790.0,328000.0
2023,Hyundai,GRAND I10 NIOS,83091,CNG,Manual,Gujarat,10271.0,582000.0
2020,MG,HECTOR PLUS,24586,Petrol,Auto,Delhi,19524.0,1140000.0
2013,Maruti,Swift,74540,Petrol,Manual,West Bengal,8379.0,178000.0
2017,Honda,Amaze,69522,Petrol,Manual,Uttar Pradesh,5572.0,285000.0
2021,Hyundai,Creta,29491,Petrol,Manual,Maharashtra,13931.0,814000.0
2023,Mahindra,Bolero,29109,Diesel,Manual,Delhi,12057.0,683000.0
2021,Tata,TIGOR,43573,Petrol,Manual,Karnataka,8244.0,467000.0
2013,Maruti,Alto 800,17608,Petrol,Manual,Haryana,6308.0,134000.0
2015,Hyundai,Grand i10,73826,Petrol,Manual,Telangana,8513.0,323000.0
2014,Maruti,Wagon R Stingray,63088,Petrol,Manual,Tamil Nadu,8278.0,249000.0
2021,Renault,TRIBER,73382,Petrol,Manual,Haryana,5935.0,336000.0
2018,Honda,Amaze,33222,Petrol,Manual,West Bengal,7061.0,400000.0
2019,Tata,NEXON,94904,CNG,Auto,Maharashtra,10557.0,540000.0
2022,Hyundai,NEW I20,19259,Petrol,Manual,Delhi,10133.0,574000.0
2017,Maruti,Wagon R 1.0,84524,CNG,Manual,Maharashtra,7505.0,285000.0
2014,Maruti,Wagon R 1.0,87492,Petrol,Manual,Haryana,6576.0,198000.0
2016,Maruti,Alto 800,44156,Petrol,Manual,Delhi,3648.0,164000.0
2017,Maruti,Swift,54181,Petrol,Manual,Delhi,6021.0,308000.0
2018,Tata,Tiago,138852,Petrol,Auto,Karnataka,6540.0,294000.0
2018,Hyundai,Creta,51982,Petrol,Manual,Gujarat,11064.0,627000.0
2014,Tata,Bolt,26122,Petrol,Manual,Telangana,8388.0,253000.0
2024,Maruti,Swift,42012,Petrol,Manual,Haryana,9780.0,554000.0
2016,Honda,Amaze,47700,Petrol,Manual,Madhya Pradesh,6451.0,290000.0
2014,Datsun,Go,74445,Petrol,Manual,Kerala,3321.0,100000.0
2019,Tata,NEXON,40546,Petrol,Manual,Maharashtra,8773.0,497000.0
2019,Maruti,Ciaz,57322,Petrol,Manual,Telangana,10608.0,601000.0
2021,Hyundai,NEW I20,52495,Petrol,Auto,Karnataka,13240.0,750000.0
2014,Toyota,Etios,49998,Petrol,Manual,Delhi,7014.0,211000.0
2018,Toyota,Fortuner,138526,Diesel,Manual,Uttar Pradesh,37614.0,1730000.0
2019,Mahindra,MARAZZO,84741,Diesel,Manual,Gujarat,10327.0,585000.0
2013,Hyundai,i10,46735,Petrol,Manual,Karnataka,8765.0,186000.0
2017,Hyundai,Creta,76961,Petrol,Manual,Gujarat,11625.0,595000.0
2020,Renault,Kwid,51299,Petrol,Manual,Uttar Pradesh,3884.0,220000.0
2022,Tata,Tiago,82299,Petrol,Manual,West Bengal,6636.0,376000.0
2016,Maruti,Swift,48436,Petrol,Manual,Delhi,5806.0,261000.0
2023,Tata,ALTROZ,20328,Petrol,Manual,Maharashtra,11298.0,640000.0
2018,Tata,TIGOR,62198,Petrol,Manual,Tamil Nadu,6637.0,376000.0
2015,Maruti,Alto K10,32428,Petrol,Manual,Delhi,4450.0,169000.0
2019,Honda,Amaze,73310,Petrol,Manual,Uttar Pradesh,6779.0,384000.0
2022,Maruti,Dzire,45937,Petrol,Manual,Maharashtra,9112.0,516000.0
2023,Hyundai,NEW I20,43230,Petrol,Manual,Madhya Pradesh,11192.0,634000.0
2015,Honda,Amaze,89058,Petrol,Manual,West Bengal,6057.0,230000.0
2020,Maruti,Baleno,70289,Petrol,Manual,Gujarat,7414.0,420000.0
2023,Toyota,URBAN CRUISER HYRYDER,33241,Hybrid,Auto,Karnataka,25351.0,1481000.0
2017,Hyundai,Elite i20,43052,Petrol,Manual,Madhya Pradesh,6620.0,339000.0
2023,Maruti,BREZZA,70672,CNG,Manual,Telangana,16656.0,973000.0
2021,Hyundai,GRAND I10 NIOS,43900,Petrol,Manual,Uttar Pradesh,7570.0,429000.0
2022,Maruti,Alto K10,43734,Petrol,Manual,Kerala,6408.0,363000.0
2022,Hyundai,VENUE,78527,Petrol,Manual,Haryana,10847.0,614000.0
2018,Maruti,IGNIS,61711,Petrol,Manual,Maharashtra,5239.0,297000.0
2018,Maruti,Wagon R 1.0,57338,Petrol,Manual,Haryana,4078.0,231000.0
2023,Mahindra,Thar,82278,Diesel,Manual,Uttar Pradesh,18578.0,1085000.0
2020,Renault,TRIBER,49318,Petrol,Auto,Karnataka,8508.0,482000.0
2021,Maruti,Swift,27679,Petrol,Manual,Karnataka,9556.0,541000.0
2021,Hyundai,VENUE,30184,Petrol,Manual,Karnataka,13869.0,810000.0
2015,Renault,Kwid,108555,Petrol,Manual,Kerala,3008.0,114000.0
2019,Renault,TRIBER,37303,Petrol,Manual,Delhi,6840.0,387000.0
2019,Honda,City,80271,Petrol,Auto,Gujarat,11009.0,624000.0
2017,Hyundai,Elite i20,34864,Petrol,Manual,Maharashtra,8430.0,431000.0
2018,Hyundai,Grand i10,30514,Petrol,Manual,Gujarat,5640.0,320000.0
2018,Maruti,Dzire,52857,Petrol,Auto,Tamil Nadu,8191.0,464000.0
2019,Maruti,S PRESSO,46374,Petrol,Auto,Uttar Pradesh,4766.0,270000.0
2018,Honda,Jazz,84718,Diesel,Manual,West Bengal,8557.0,438000.0
2023,Hyundai,NEW I20,44264,Petrol,Auto,Tamil Nadu,11937.0,676000.0
2019,Hyundai,Verna,51996,Petrol,Auto,Haryana,12563.0,712000.0
2016,Tata,Tiago,93053,Petrol,Manual,Tamil Nadu,6673.0,300000.0
2018,Hyundai,Verna,87160,Petrol,Auto,Maharashtra,9013.0,511000.0
2016,Ford,Figo Aspire,48080,Diesel,Manual,Haryana,6720.0,255000.0
2018,Jeep,Compass,41804,Petrol,Auto,Gujarat,14212.0,830000.0
2020,Tata,Tiago,83130,CNG,Manual,Haryana,5468.0,310000.0
2021,Hyundai,VENUE,22857,Petrol,Manual,Madhya Pradesh,10768.0,610000.0
2022,Skoda,KUSHAQ,19005,Petrol,Auto,Punjab,16270.0,950000.0
2019,Maruti,Swift,39948,Petrol,Auto,Chandigarh,7961.0,451000.0
2017,Renault,Kwid,75770,Petrol,Manual,Haryana,3226.0,165000.0
2017,Tata,Tiago,55754,Petrol,Manual,Haryana,5103.0,261000.0
2019,Honda,Civic,91157,Petrol,Auto,Delhi,16588.0,969000.0
2016,Renault,Kwid,28622,Petrol,Manual,Haryana,3893.0,175000.0
2020,Maruti,Alto,60883,Petrol,Manual,Uttar Pradesh,4078.0,231000.0
2014,Datsun,Go,81445,Petrol,Manual,Telangana,3946.0,119000.0
2017,Maruti,Alto 800,28392,Petrol,Manual,West Bengal,4106.0,210000.0
2014,Renault,Duster,37765,Petrol,Manual,West Bengal,9052.0,273000.0
2018,Jeep,Compass,145715,Diesel,Manual,Karnataka,17462.0,785000.0
2021,Tata,TIAGO NRG,61724,Petrol,Manual,Bihar,6567.0,372000.0
2022,Nissan,MAGNITE,14095,Petrol,Manual,Uttar Pradesh,9320.0,528000.0
2012,Maruti,Swift Dzire,89296,Petrol,Manual,Maharashtra,17592.0,198000.0
2017,Hyundai,Grand i10,18097,Petrol,Manual,Maharashtra,6803.0,348000.0
2016,Renault,Kwid,52874,Petrol,Manual,Maharashtra,4004.0,180000.0
2014,Toyota,Etios Liva,69429,Petrol,Manual,Haryana,6278.0,189000.0
2022,Maruti,S PRESSO,40904,Petrol,Manual,Karnataka,5949.0,337000.0
2018,Tata,Tiago,23823,Petrol,Auto,Tamil Nadu,6368.0,361000.0
2015,Maruti,Swift,100725,Petrol,Manual,Telangana,6715.0,255000.0
2019,Hyundai,NEW SANTRO,134769,CNG,Manual,Maharashtra,7640.0,343000.0
2017,Hyundai,Eon,16511,Petrol,Manual,West Bengal,4692.0,240000.0
2017,Maruti,Baleno,96493,Petrol,Auto,Rajasthan,8113.0,415000.0
2017,Ford,Figo Aspire,42991,Petrol,Manual,Karnataka,7194.0,368000.0
2017,Maruti,Swift Dzire,61200,Petrol,Manual,Uttar Pradesh,7751.0,396000.0
2022,KIA,SELTOS,94697,Petrol,Manual,Uttar Pradesh,15867.0,927000.0
2020,Datsun,Redi Go,69286,Petrol,Manual,Gujarat,2524.0,143000.0
2013,Volkswagen,Polo,148493,Diesel,Manual,Karnataka,24256.0,273000.0
2022,Maruti,Grand Vitara,21633,Petrol,Manual,Uttar Pradesh,19840.0,1159000.0
2016,Maruti,Wagon R 1.0,66463,Petrol,Auto,Maharashtra,5388.0,242000.0
2016,Maruti,Ciaz,134667,Petrol,Manual,Telangana,8008.0,360000.0
2015,Maruti,Swift Dzire,47315,Petrol,Manual,Delhi,6610.0,251000.0
2020,Tata,Tiago,27458,Petrol,Manual,Uttar Pradesh,6708.0,380000.0
2019,Hyundai,NEW SANTRO,62884,Petrol,Auto,Uttar Pradesh,5278.0,299000.0
2023,Nissan,MAGNITE,12236,Petrol,Manual,Delhi,9148.0,518000.0
2014,Maruti,Alto 800,52408,Petrol,Manual,Gujarat,6078.0,183000.0
2019,Volkswagen,Vento,116810,Petrol,Auto,Maharashtra,17554.0,807000.0
2021,Hyundai,AURA,95560,CNG,Manual,Bihar,8297.0,470000.0
2018,Hyundai,Creta,28444,Petrol,Manual,West Bengal,10018.0,567000.0
2024,Maruti,Swift,26435,Petrol,Manual,Haryana,9850.0,558000.0
2016,Hyundai,Verna,116477,Petrol,Manual,Karnataka,8253.0,371000.0
2014,Maruti,Wagon R 1.0,54178,Petrol,Manual,Haryana,5215.0,157000.0
2020,Mahindra,XUV300,79449,Diesel,Manual,Gujarat,11386.0,645000.0
2021,Maruti,Vitara Brezza,82149,Petrol,Manual,Uttar Pradesh,10662.0,604000.0
2017,Renault,Kwid,38163,Petrol,Manual,Maharashtra,3906.0,200000.0
2013,Hyundai,i20,86274,Petrol,Manual,Maharashtra,9509.0,202000.0
2016,Hyundai,Creta,86049,Diesel,Manual,Karnataka,17412.0,661000.0
2022,Maruti,New Wagon-R,30961,Petrol,Manual,Gujarat,6540.0,370000.0
2023,Skoda,SLAVIA,16818,Petrol,Auto,Maharashtra,19485.0,1138000.0
2019,Maruti,Swift,83411,Petrol,Manual,Karnataka,8014.0,454000.0
2014,Toyota,Etios,78066,Petrol,Manual,Maharashtra,9001.0,271000.0
2019,Skoda,Rapid,69420,Diesel,Manual,Telangana,11209.0,635000.0
2022,Toyota,Glanza,88072,Petrol,Manual,Karnataka,9951.0,564000.0
2021,Maruti,Swift,51841,Petrol,Manual,Gujarat,9003.0,510000.0
2023,Maruti,S PRESSO,65750,Petrol,Manual,Uttar Pradesh,5458.0,309000.0
2021,Tata,Tiago,37056,Petrol,Manual,Gujarat,6356.0,360000.0
2013,Maruti,Wagon R 1.0,98532,Petrol,Manual,Haryana,6308.0,134000.0
2018,Maruti,Dzire,43215,Petrol,Manual,Delhi,6479.0,367000.0
2021,Tata,NEXON,28791,Petrol,Manual,Tamil Nadu,10577.0,599000.0
2021,Maruti,Vitara Brezza,95824,Petrol,Manual,Maharashtra,11510.0,652000.0
2018,Ford,FREESTYLE,69793,Petrol,Manual,Uttar Pradesh,4978.0,282000.0
2022,Renault,Kiger,33351,Petrol,Manual,Haryana,9232.0,523000.0
2014,Renault,Duster,76863,Diesel,Manual,Kerala,18971.0,403000.0
2018,Tata,NEXON,63310,Diesel,Manual,Gujarat,7680.0,393000.0
2012,Hyundai,i20,44329,Petrol,Manual,Maharashtra,16437.0,185000.0
2015,Hyundai,Elite i20,81832,Petrol,Manual,Maharashtra,7321.0,278000.0
2020,Honda,Amaze,101334,Petrol,Manual,Gujarat,8780.0,395000.0
2023,Maruti,Baleno,40706,Petrol,Manual,Tamil Nadu,12277.0,695000.0
2020,Maruti,New Wagon-R,43262,Petrol,Manual,Maharashtra,8297.0,470000.0
2018,Honda,Amaze,89186,Diesel,Auto,Madhya Pradesh,8113.0,415000.0
2021,Renault,Kiger,97740,Petrol,Manual,Maharashtra,7185.0,407000.0
2015,Honda,Amaze,39487,Petrol,Manual,Delhi,6873.0,261000.0
2014,Maruti,Swift,82540,Petrol,Manual,Tamil Nadu,11941.0,360000.0
2019,Tata,NEXON,99183,Petrol,Manual,Chandigarh,6549.0,371000.0
2016,Maruti,Wagon R 1.0,62253,Petrol,Manual,Maharashtra,4427.0,199000.0
2021,KIA,SONET,34904,Petrol,Manual,West Bengal,9179.0,520000.0
2016,Renault,Kwid,40536,Petrol,Manual,Delhi,3648.0,164000.0
2020,Hyundai,AURA,47742,Petrol,Manual,West Bengal,7100.0,402000.0
2021,Mahindra,Thar,60890,Diesel,Auto,Rajasthan,17037.0,995000.0
2021,Hyundai,VENUE,24191,Petrol,Manual,Rajasthan,11209.0,635000.0
2021,Mahindra,BOLERO NEO,30998,Diesel,Manual,Punjab,11245.0,637000.0
2021,Maruti,S PRESSO,17454,Petrol,Manual,Haryana,4978.0,282000.0
2021,Tata,PUNCH,20245,Petrol,Auto,Delhi,10173.0,576000.0
2012,Maruti,Alto 800,139471,Petrol,Manual,Tamil Nadu,14749.0,166000.0
2018,Maruti,Alto K10,67276,Petrol,Manual,Haryana,3725.0,211000.0
2018,Maruti,Swift,45094,Petrol,Manual,West Bengal,6019.0,341000.0
2015,Hyundai,Verna,23905,Petrol,Manual,West Bengal,7368.0,280000.0
2019,Toyota,YARIS,78683,Petrol,Manual,Kerala,9625.0,545000.0
2021,Hyundai,Verna,37722,Petrol,Manual,Uttar Pradesh,13769.0,780000.0
2018,Datsun,Redi Go,49663,Petrol,Auto,Kerala,3813.0,216000.0
2020,Honda,City,72223,Petrol,Auto,West Bengal,11827.0,670000.0
2017,Honda,Jazz,39097,Petrol,Manual,Tamil Nadu,7722.0,395000.0
2016,Renault,Kwid,66887,Petrol,Manual,Gujarat,4032.0,181000.0
2019,Hyundai,Grand i10,36617,Petrol,Manual,Karnataka,6037.0,342000.0
2021,Maruti,Alto,52097,Petrol,Manual,West Bengal,4590.0,260000.0
2020,Toyota,YARIS,49011,Petrol,Manual,Karnataka,10065.0,570000.0
2018,Hyundai,Elite i20,115598,Petrol,Manual,Tamil Nadu,6829.0,307000.0
2015,Maruti,Swift,79433,Diesel,Manual,Uttar Pradesh,9400.0,283000.0
2016,Maruti,Ciaz,99587,Petrol,Manual,Haryana,7074.0,318000.0
2021,Honda,City,32609,Petrol,Manual,Karnataka,16352.0,955000.0
2019,Maruti,Ertiga,30528,Petrol,Manual,Haryana,12269.0,695000.0
2023,Renault,Kiger,23310,Petrol,Manual,Delhi,8297.0,470000.0
2015,Maruti,Wagon R 1.0,47105,Petrol,Manual,Delhi,5823.0,221000.0
2019,Honda,Amaze,26001,Petrol,Manual,Haryana,6779.0,384000.0
2022,KIA,SONET,21413,Petrol,Manual,Madhya Pradesh,12533.0,710000.0
2020,Renault,TRIBER,76244,Petrol,Auto,Tamil Nadu,8526.0,483000.0
2022,Renault,Kiger,83215,Petrol,Manual,Haryana,6743.0,382000.0
2022,Tata,NEXON,35790,CNG,Manual,Haryana,9886.0,560000.0
2014,Hyundai,i10,35672,Petrol,Manual,Uttar Pradesh,6049.0,182000.0
2022,Honda,Amaze,44853,Petrol,Manual,Haryana,7926.0,449000.0
2012,Honda,City,111752,Petrol,Manual,West Bengal,17770.0,200000.0
2022,Maruti,Celerio,94367,CNG,Manual,Gujarat,6545.0,371000.0
2024,Nissan,MAGNITE,15036,Petrol,Auto,Rajasthan,8826.0,500000.0
2023,Maruti,Baleno,54252,CNG,Manual,Maharashtra,12445.0,705000.0
2021,Tata,Tiago,29786,Petrol,Manual,Tamil Nadu,7640.0,433000.0
2013,Hyundai,Eon,136557,Petrol,Manual,Tamil Nadu,8144.0,173000.0
2012,Maruti,Wagon R 1.0,105087,Petrol,Manual,Gujarat,14322.0,161000.0
2022,Tata,PUNCH,16080,Petrol,Auto,Haryana,10609.0,601000.0
2019,Maruti,Alto K10,30381,Petrol,Manual,Maharashtra,4907.0,278000.0
2018,Maruti,Alto K10,36954,Petrol,Manual,Punjab,4660.0,264000.0
2023,Tata,PUNCH,29374,Petrol,Manual,Maharashtra,10377.0,588000.0
2021,Toyota,URBAN CRUISER,32548,Petrol,Auto,Tamil Nadu,13769.0,780000.0
2016,Maruti,Alto 800,51286,Petrol,Manual,Telangana,3136.0,141000.0
2019,Maruti,Ertiga,65456,Petrol,Auto,Telangana,13426.0,761000.0
2016,Volkswagen,Vento,55245,Petrol,Manual,Karnataka,10469.0,471000.0
2018,Maruti,Swift,66420,Petrol,Manual,Karnataka,7908.0,448000.0
2015,Maruti,Wagon R 1.0,44398,Petrol,Manual,Madhya Pradesh,6399.0,243000.0
2020,Renault,TRIBER,65134,Petrol,Manual,Madhya Pradesh,6209.0,352000.0
2019,KIA,SELTOS,79641,Petrol,Auto,Gujarat,14404.0,841000.0
2016,Hyundai,i10,63077,Petrol,Manual,Haryana,4627.0,208000.0
2023,Maruti,Ciaz,28331,Petrol,Manual,Maharashtra,13259.0,751000.0
2022,Tata,ALTROZ,33014,Petrol,Manual,Uttar Pradesh,8777.0,497000.0
2016,Maruti,Baleno,38318,Petrol,Manual,Maharashtra,7608.0,342000.0
2024,Tata,NEXON,88371,CNG,Manual,Uttar Pradesh,12269.0,695000.0
2020,Volkswagen,Polo,70362,Petrol,Manual,Rajasthan,6720.0,381000.0
2021,Hyundai,VENUE,53312,Petrol,Manual,Uttar Pradesh,9609.0,544000.0
2016,Honda,Jazz,51301,Petrol,Manual,Delhi,5628.0,253000.0
2019,Ford,FREESTYLE,77058,Petrol,Manual,Gujarat,6350.0,360000.0
2015,Hyundai,Verna,70607,Petrol,Manual,Karnataka,11534.0,438000.0
2014,Maruti,Swift,78007,Petrol,Manual,Maharashtra,9533.0,287000.0
2013,Honda,Brio,108314,Petrol,Manual,Andhra Pradesh,7579.0,161000.0
2022,Maruti,Eeco,8164,Petrol,Manual,Gujarat,7801.0,442000.0
2017,Honda,Amaze,68245,Petrol,Manual,Haryana,5670.0,290000.0
2023,Maruti,Baleno,38883,Petrol,Manual,Uttar Pradesh,11227.0,636000.0
2015,Skoda,Octavia,67760,Petrol,Auto,Karnataka,16353.0,621000.0
2024,Maruti,Eeco,20211,Petrol,Manual,Delhi,7188.0,407000.0
2017,Maruti,Celerio,51831,Petrol,Manual,West Bengal,5092.0,260000.0
2021,Hyundai,VENUE,67607,Petrol,Manual,Karnataka,11827.0,670000.0
2019,Hyundai,New Elantra,68402,Petrol,Manual,Tamil Nadu,13045.0,739000.0
2021,Renault,Kwid,62403,Petrol,Manual,Madhya Pradesh,4413.0,250000.0
2014,Maruti,Celerio,30177,Petrol,Manual,Delhi,6006.0,181000.0
2017,Maruti,Baleno,88657,Petrol,Manual,Delhi,6515.0,333000.0
2020,Hyundai,VENUE,82842,Diesel,Manual,Madhya Pradesh,11205.0,635000.0
2017,Maruti,Dzire,144184,Diesel,Manual,Gujarat,7961.0,358000.0
2014,Tata,Zest,77791,Petrol,Manual,Telangana,8104.0,244000.0
2015,Hyundai,Elite i20,49578,Petrol,Manual,Delhi,7795.0,296000.0
2015,Maruti,Swift Dzire,94319,Petrol,Manual,Madhya Pradesh,8249.0,313000.0
2020,Honda,Amaze,16320,Petrol,Manual,Delhi,7944.0,450000.0
2013,Hyundai,i10,59589,Petrol,Manual,Maharashtra,6355.0,135000.0
2020,Honda,City,89920,Petrol,Auto,Uttar Pradesh,10115.0,573000.0
2017,Maruti,Wagon R 1.0,99250,CNG,Manual,Haryana,6057.0,230000.0
2016,Tata,Tiago,98484,Diesel,Manual,Telangana,7130.0,271000.0
2021,Hyundai,NEW I20,31782,Petrol,Manual,Maharashtra,9886.0,560000.0
2017,Ford,New Figo,81682,Petrol,Auto,Karnataka,6530.0,334000.0
2016,Ford,Figo Aspire,46363,Petrol,Manual,Tamil Nadu,6673.0,300000.0
2020,Skoda,Rapid,90022,Diesel,Manual,Haryana,11298.0,640000.0
2018,Honda,City,48985,Diesel,Manual,Punjab,9580.0,490000.0
2022,Tata,TIGOR,48761,Petrol,Auto,Gujarat,9360.0,530000.0
2014,Maruti,Swift Dzire,58636,Petrol,Manual,Tamil Nadu,11858.0,357000.0
2018,Maruti,Alto 800,59559,CNG,Manual,Maharashtra,5828.0,262000.0
2016,Mahindra,Kuv100,51935,Petrol,Manual,Delhi,4315.0,194000.0
2022,Hyundai,NEW I20,72255,Petrol,Auto,Telangana,11435.0,648000.0
2018,Honda,WR-V,91592,Petrol,Manual,Delhi,6563.0,372000.0
2018,Volkswagen,Polo,70837,Petrol,Manual,Delhi,5755.0,326000.0
2017,Volkswagen,Polo,73806,Petrol,Manual,Uttar Pradesh,7249.0,371000.0
2020,KIA,SELTOS,58595,Petrol,Manual,Uttar Pradesh,13957.0,791000.0
2016,Hyundai,Grand i10,95606,Petrol,Manual,Karnataka,6024.0,271000.0
2019,Maruti,Celerio,62707,Petrol,Auto,Karnataka,6125.0,347000.0
2021,Tata,Tiago,140973,Petrol,Manual,Rajasthan,6976.0,314000.0
2017,Mahindra,KUV 100 NXT,98096,Diesel,Manual,Uttar Pradesh,5633.0,253000.0
2022,Tata,PUNCH,40265,Petrol,Manual,Haryana,8451.0,479000.0
2015,Maruti,Celerio,33180,Petrol,Manual,Maharashtra,7031.0,267000.0
2019,Hyundai,VENUE,67564,Petrol,Auto,Karnataka,12748.0,722000.0
2016,Hyundai,Grand i10,44541,Petrol,Manual,Maharashtra,6981.0,314000.0
2020,Mahindra,XUV500,43592,Diesel,Manual,West Bengal,12752.0,722000.0
2020,Hyundai,NEW SANTRO,98893,Petrol,Manual,Gujarat,6117.0,347000.0
2014,Hyundai,Grand i10,69629,Petrol,Manual,Karnataka,9333.0,281000.0
2021,Toyota,Fortuner,58417,Diesel,Auto,Maharashtra,65048.0,3799000.0
2023,Skoda,KUSHAQ,65263,Petrol,Manual,Gujarat,12715.0,720000.0
2023,Nissan,MAGNITE,60570,Petrol,Manual,Haryana,7061.0,400000.0
2022,Tata,Tiago,35250,CNG,Manual,Maharashtra,8600.0,487000.0
2023,Hyundai,Verna,68293,Petrol,Manual,Punjab,13742.0,803000.0
2020,KIA,SELTOS,56259,Petrol,Manual,Gujarat,12815.0,726000.0
2022,Renault,Kwid,16332,Petrol,Manual,West Bengal,6355.0,360000.0
2021,Tata,Tiago,28638,Petrol,Manual,Telangana,7940.0,450000.0
2021,Mahindra,Thar,25772,Diesel,Manual,Delhi,20438.0,940000.0
2016,Renault,Kwid,96266,Petrol,Manual,Telangana,3626.0,163000.0
2015,Maruti,Baleno,53068,Petrol,Manual,Uttar Pradesh,6794.0,258000.0
2016,Volkswagen,Polo,97298,Petrol,Manual,Tamil Nadu,8164.0,367000.0
2020,Ford,New Figo,63510,Diesel,Manual,Punjab,7361.0,417000.0
2022,Maruti,New Wagon-R,77022,CNG,Manual,Delhi,7626.0,432000.0
2020,KIA,SELTOS,70565,Petrol,Manual,Gujarat,15235.0,890000.0
2012,Hyundai,i10,117801,CNG,Auto,Maharashtra,,192000.0
2021,Hyundai,Verna,79716,Diesel,Manual,Tamil Nadu,15438.0,902000.0
2017,Maruti,Swift,62228,Petrol,Manual,Tamil Nadu,8035.0,411000.0
2023,Maruti,Alto K10,44139,Petrol,Manual,Uttar Pradesh,5102.0,289000.0
2015,Hyundai,Grand i10,27338,Petrol,Auto,Uttar Pradesh,8063.0,306000.0
2019,Mahindra,XUV300,84136,Diesel,Manual,Uttar Pradesh,8826.0,500000.0
2019,Maruti,Swift,72175,Petrol,Auto,Gujarat,8039.0,455000.0
2019,Renault,Kwid,44072,Petrol,Manual,Karnataka,4616.0,261000.0
2018,Datsun,Redi Go,38654,Petrol,Manual,Maharashtra,3173.0,180000.0
2019,Maruti,Baleno,49954,Petrol,Manual,Delhi,7555.0,428000.0
2019,Tata,TIGOR,106896,Petrol,Auto,Maharashtra,7363.0,331000.0
2016,Hyundai,Xcent,64717,Petrol,Manual,Maharashtra,7436.0,334000.0
2021,Nissan,MAGNITE,86475,Petrol,Manual,Maharashtra,8526.0,483000.0
2013,Ford,Figo,144732,Diesel,Manual,Maharashtra,13441.0,151000.0
2017,Maruti,Alto 800,22466,Petrol,Manual,Gujarat,3513.0,180000.0
2018,Maruti,Alto 800,23787,Petrol,Manual,Maharashtra,3478.0,197000.0
2017,Hyundai,Creta,129390,Petrol,Manual,Karnataka,12813.0,576000.0
2014,Maruti,Wagon R 1.0,58574,Petrol,Manual,Delhi,6477.0,195000.0
2021,Maruti,Alto,49854,CNG,Manual,Gujarat,5261.0,298000.0
2019,Hyundai,NEW SANTRO,60739,Petrol,Manual,Uttar Pradesh,4825.0,273000.0
2019,Hyundai,Elite i20,50506,Petrol,Manual,Karnataka,9221.0,522000.0
2021,Toyota,Glanza,21415,Petrol,Auto,Karnataka,11227.0,636000.0
2014,Maruti,Swift Dzire,112388,Petrol,Manual,Telangana,9449.0,285000.0
2018,Tata,Tiago,83861,Petrol,Manual,Gujarat,4883.0,277000.0
2019,Hyundai,Elite i20,94878,Diesel,Manual,Uttar Pradesh,7238.0,410000.0
2016,Maruti,Swift Dzire,108263,Petrol,Manual,West Bengal,6117.0,275000.0
2016,Maruti,Vitara Brezza,104602,Diesel,Manual,Gujarat,13541.0,514000.0
2020,Hyundai,Elite i20,27711,Petrol,Manual,Haryana,7238.0,410000.0
2022,Volkswagen,VIRTUS,47478,Petrol,Manual,Delhi,12198.0,691000.0
2017,Honda,Jazz,78868,Petrol,Auto,Karnataka,7214.0,369000.0
2017,Maruti,IGNIS,63285,Petrol,Manual,Tamil Nadu,7527.0,385000.0
2018,Maruti,Celerio,76332,Petrol,Manual,West Bengal,4678.0,265000.0
2019,Hyundai,Creta,17238,Petrol,Manual,Maharashtra,12490.0,708000.0
2017,Maruti,Swift,85357,Diesel,Manual,Maharashtra,11367.0,511000.0
2019,Jeep,Compass,88507,Diesel,Manual,Maharashtra,16352.0,955000.0
2023,Tata,PUNCH,44415,Petrol,Manual,Telangana,10521.0,596000.0
