year_manufactured,brand,model,km_tra,fuel,trans,rto,emi,sale_price
2019,Ford,Ecosport,100313,Petrol,Manual,Karnataka,12295.0,553000.0
2022,Mahindra,Thar,85305,Diesel,Auto,Gujarat,18080.0,1056000.0
2021,Maruti,Baleno,69629,CNG,Manual,Gujarat,8727.0,494000.0
2017,Renault,Kwid,41654,Petrol,Manual,Haryana,4888.0,250000.0
2018,Hyundai,Elite i20,68964,Petrol,Manual,Gujarat,7925.0,449000.0
2015,Honda,Jazz,42691,Petrol,Manual,Maharashtra,7764.0,295000.0
2019,Maruti,Ciaz,85161,Petrol,Auto,Haryana,8879.0,503000.0
2023,Nissan,MAGNITE,66044,Petrol,Manual,Telangana,10733.0,608000.0
2015,Honda,Amaze,55169,Petrol,Manual,Kerala,7189.0,273000.0
2016,Maruti,Swift Dzire,109134,Petrol,Manual,Telangana,8119.0,365000.0
2016,Renault,Kwid,52041,Petrol,Manual,Kerala,3848.0,173000.0
2021,Ford,Figo Aspire,87410,Diesel,Manual,Gujarat,8027.0,455000.0
2013,Toyota,Etios Liva,118636,Petrol,Manual,Maharashtra,8991.0,191000.0
2017,Maruti,Alto K10,47222,Petrol,Manual,Delhi,4502.0,230000.0
2017,Maruti,Alto 800,36601,Petrol,Manual,Tamil Nadu,4790.0,245000.0
2013,Maruti,Swift,79274,Petrol,Manual,Kerala,14837.0,315000.0
2022,Honda,WR-V,37658,Petrol,Manual,Haryana,9515.0,539000.0
2014,Maruti,Swift Dzire,46549,Petrol,Manual,Delhi,7772.0,234000.0
2018,Maruti,Ciaz,49622,Petrol,Manual,West Bengal,7484.0,424000.0
2016,Maruti,Wagon R 1.0,92700,Petrol,Manual,Uttar Pradesh,5405.0,243000.0
2023,Tata,ALTROZ,33580,CNG,Manual,Uttar Pradesh,12548.0,711000.0
2020,Hyundai,VENUE,56350,Petrol,Manual,Karnataka,12834.0,727000.0
2017,Hyundai,Elite i20,94608,Petrol,Manual,Telangana,8234.0,421000.0
2021,Volkswagen,TAIGUN,91699,Petrol,Manual,Kerala,15855.0,926000.0
2021,Renault,Kiger,35001,Petrol,Auto,Gujarat,8255.0,468000.0
2023,Hyundai,NEW I20,31108,Petrol,Manual,Bihar,10503.0,595000.0
2023,Tata,PUNCH,21441,Petrol,Auto,Karnataka,13199.0,748000.0
2017,Maruti,Baleno,90653,Diesel,Manual,Karnataka,9120.0,410000.0
2021,Tata,ALTROZ,43932,Petrol,Manual,Gujarat,7742.0,439000.0
2015,Honda,Brio,54080,Petrol,Auto,Delhi,7938.0,301000.0
2018,Mahindra,KUV 100 NXT,57029,Petrol,Manual,Telangana,4907.0,278000.0
2015,Hyundai,Elite i20,92619,Diesel,Manual,Telangana,13691.0,412000.0
2020,Tata,TIGOR,51363,CNG,Manual,Maharashtra,7238.0,410000.0
2022,Tata,Safari,28697,Diesel,Manual,Gujarat,19074.0,1114000.0
2023,Tata,TIGOR,60776,CNG,Manual,Haryana,8738.0,495000.0
2019,Hyundai,Creta,46498,Petrol,Auto,Maharashtra,16266.0,950000.0
2017,Maruti,Ciaz,55561,Petrol,Auto,Maharashtra,10029.0,513000.0
2022,Hyundai,GRAND I10 NIOS,71430,CNG,Manual,Uttar Pradesh,9179.0,520000.0
2020,Mahindra,XUV500,30379,Diesel,Manual,Gujarat,13784.0,805000.0
2018,Hyundai,Elite i20,66903,Petrol,Manual,Karnataka,7940.0,450000.0
2018,Honda,Jazz,56956,Petrol,Auto,Tamil Nadu,8279.0,469000.0
2022,Tata,PUNCH,62649,Petrol,Auto,Kerala,9951.0,564000.0
2020,Hyundai,Elite i20,63436,Petrol,Manual,Karnataka,9638.0,546000.0
2016,Honda,City,89392,Petrol,Manual,Maharashtra,9432.0,424000.0
2022,Hyundai,GRAND I10 NIOS,39827,Petrol,Manual,West Bengal,7679.0,435000.0
2015,Honda,Brio,69450,Petrol,Manual,Gujarat,5455.0,207000.0
2012,Maruti,Alto K10,70350,Petrol,Manual,Karnataka,17180.0,193000.0
2014,Honda,Amaze,128271,Petrol,Manual,Gujarat,8000.0,241000.0
2015,Maruti,Swift Dzire,49923,Petrol,Manual,Delhi,6557.0,249000.0
2019,Maruti,Baleno,70211,Petrol,Manual,Gujarat,8826.0,500000.0
2020,Ford,Ecosport,89671,Petrol,Manual,Delhi,8719.0,494000.0
2021,Maruti,Baleno,74343,CNG,Manual,Gujarat,9291.0,526000.0
2024,Tata,ALTROZ,42134,Petrol,Manual,Haryana,9532.0,540000.0
2018,Honda,Jazz,28216,Petrol,Manual,Gujarat,6883.0,390000.0
2020,Maruti,Eeco,30185,Petrol,Manual,Gujarat,6372.0,361000.0
2015,Hyundai,Grand i10,15790,Petrol,Manual,Delhi,6636.0,252000.0
2023,Maruti,JIMNY,16821,Petrol,Auto,Maharashtra,19817.0,1157000.0
2021,Tata,PUNCH,31990,Petrol,Auto,Uttar Pradesh,9902.0,561000.0
2018,Honda,City,103662,Petrol,Auto,Karnataka,10344.0,465000.0
2015,Maruti,Celerio,62090,Petrol,Auto,Karnataka,9327.0,354000.0
2023,Maruti,Alto K10,13918,Petrol,Manual,Haryana,6143.0,348000.0
2020,Hyundai,NEW SANTRO,13277,Petrol,Manual,West Bengal,5553.0,315000.0
2019,Maruti,Dzire,42205,Petrol,Manual,Maharashtra,7947.0,450000.0
2019,Tata,Tiago,68403,Petrol,Manual,Madhya Pradesh,6536.0,370000.0
2015,Maruti,Ertiga,65078,Petrol,Manual,Karnataka,13562.0,515000.0
2022,Renault,Kiger,74741,Petrol,Auto,Karnataka,9833.0,557000.0
2020,Skoda,Rapid,116692,Petrol,Auto,Tamil Nadu,10922.0,491000.0
2021,Hyundai,NEW I20,117079,CNG,Manual,Uttar Pradesh,12791.0,575000.0
2018,Hyundai,Eon,30714,Petrol,Manual,Uttar Pradesh,4148.0,235000.0
2022,KIA,SONET,73207,Diesel,Manual,Maharashtra,14520.0,848000.0
2023,KIA,SONET,6337,Petrol,Manual,Karnataka,13079.0,741000.0
2016,Honda,Jazz,72251,Petrol,Auto,Karnataka,7875.0,354000.0
2018,Maruti,IGNIS,35480,Petrol,Manual,Maharashtra,6122.0,347000.0
2017,Datsun,Redi Go,33733,Petrol,Manual,Gujarat,2859.0,146000.0
2014,Ford,Ecosport,106662,Petrol,Manual,Kerala,11858.0,357000.0
2016,Audi,Q3,73408,Diesel,Auto,Maharashtra,35667.0,1380000.0
2020,Hyundai,NEW SANTRO,47985,Petrol,Manual,Tamil Nadu,6443.0,365000.0
2018,Maruti,Ciaz,77815,Petrol,Auto,Maharashtra,8646.0,490000.0
2023,Nissan,MAGNITE,16395,Petrol,Auto,Uttar Pradesh,12562.0,712000.0
2014,Hyundai,i10,53340,Petrol,Manual,Delhi,5414.0,163000.0
2018,Honda,Jazz,55314,Petrol,Manual,Tamil Nadu,8173.0,463000.0
2014,Maruti,Ertiga,58974,Petrol,Manual,Delhi,12329.0,371000.0
2023,Tata,ALTROZ,18984,Petrol,Manual,Maharashtra,11982.0,679000.0
2015,Hyundai,Xcent,71575,Petrol,Manual,Karnataka,9527.0,362000.0
2016,Maruti,Wagon R 1.0,79584,Petrol,Manual,Maharashtra,5405.0,243000.0
2023,KIA,SELTOS,44467,Petrol,Auto,Uttar Pradesh,23886.0,1395000.0
2014,Honda,Brio,67673,Petrol,Manual,Gujarat,6988.0,210000.0
2021,Maruti,XL6,48681,Petrol,Auto,Karnataka,16866.0,985000.0
2018,Hyundai,Elite i20,70908,Petrol,Auto,Maharashtra,8823.0,500000.0
2014,Maruti,Wagon R 1.0,74033,Petrol,Manual,Delhi,5852.0,176000.0
2019,Renault,Kwid,83910,Petrol,Auto,Gujarat,3981.0,226000.0
2019,Maruti,S PRESSO,14522,Petrol,Auto,Telangana,5914.0,335000.0
2019,Hyundai,Elite i20,114911,Petrol,Manual,Maharashtra,11545.0,519000.0
2023,Tata,Tiago,7246,Petrol,Auto,Maharashtra,10224.0,579000.0
2014,Hyundai,i10,48213,Petrol,Manual,Delhi,5181.0,156000.0
2014,Maruti,Swift Dzire,127937,Diesel,Manual,Madhya Pradesh,15419.0,328000.0
2018,Tata,Tiago,103888,Petrol,Manual,Tamil Nadu,6696.0,301000.0
2023,Skoda,KUSHAQ,51259,Petrol,Manual,Uttar Pradesh,13869.0,810000.0
2015,Hyundai,Grand i10,73514,Petrol,Manual,Haryana,6768.0,257000.0
2017,Renault,Kwid,33082,Petrol,Auto,Madhya Pradesh,5572.0,285000.0
2021,Tata,NEXON,61447,Petrol,Auto,Delhi,12437.0,705000.0
2023,Renault,Kwid,17813,Petrol,Manual,Punjab,6090.0,345000.0
2020,Hyundai,Elite i20,95065,Petrol,Manual,Maharashtra,9125.0,517000.0
2022,Maruti,Baleno,11179,Petrol,Manual,Uttar Pradesh,11805.0,669000.0
2021,KIA,SONET,72619,Petrol,Manual,Delhi,11636.0,659000.0
2015,Nissan,Micra Active,40138,CNG,Manual,Uttar Pradesh,9509.0,202000.0
2018,Maruti,Baleno,66930,Petrol,Auto,Telangana,7803.0,442000.0
2021,Tata,NEXON,122091,Petrol,Manual,Uttar Pradesh,16461.0,740000.0
2013,Maruti,Wagon R 1.0,86298,Petrol,Manual,Tamil Nadu,10874.0,231000.0
2017,Hyundai,Creta,71348,Petrol,Manual,Maharashtra,11335.0,580000.0
2015,Maruti,Alto 800,66614,Petrol,Manual,Delhi,4843.0,184000.0
2017,Maruti,Alto 800,63882,Petrol,Manual,Maharashtra,3969.0,203000.0
2019,Ford,Ecosport,45424,Petrol,Manual,Haryana,8830.0,500000.0
2022,MG,HECTOR PLUS,57165,Petrol,Auto,Uttar Pradesh,19118.0,1117000.0
2021,Honda,WR-V,68250,Diesel,Manual,Haryana,12257.0,551000.0
2019,Tata,NEXON,37426,Petrol,Auto,Karnataka,11911.0,675000.0
2024,Maruti,Swift,21406,Petrol,Auto,Tamil Nadu,13398.0,759000.0
2016,Maruti,Swift,138068,Diesel,Manual,Telangana,9853.0,374000.0
2020,Maruti,Ertiga,74793,Petrol,Manual,West Bengal,12357.0,700000.0
2016,Ford,Ecosport,78588,Petrol,Auto,Tamil Nadu,9165.0,412000.0
2022,Maruti,Swift,15803,Petrol,Manual,West Bengal,8826.0,500000.0
2016,Maruti,Wagon R 1.0,91702,Petrol,Auto,Tamil Nadu,6379.0,287000.0
2017,Hyundai,Elite i20,50645,Petrol,Manual,Karnataka,9931.0,508000.0
2019,Honda,Amaze,42525,CNG,Manual,Haryana,8465.0,433000.0
2024,Tata,PUNCH,7959,Petrol,Auto,Delhi,10645.0,603000.0
2016,Honda,City,91696,Petrol,Auto,Haryana,9654.0,434000.0
2014,Maruti,Swift,104665,Petrol,Manual,Madhya Pradesh,9964.0,300000.0
2015,Hyundai,Creta,38577,Petrol,Manual,Maharashtra,14280.0,542000.0
2017,Maruti,IGNIS,74559,Petrol,Manual,Karnataka,7429.0,380000.0
2017,Renault,Kwid,78922,Petrol,Manual,Maharashtra,4360.0,223000.0
2019,Honda,City,31273,Petrol,Manual,Karnataka,13946.0,790000.0
2022,Volkswagen,TAIGUN,62917,Petrol,Manual,Delhi,12198.0,691000.0
2014,Maruti,Swift Dzire,72997,Petrol,Manual,Delhi,8337.0,251000.0
2023,Maruti,Eeco,6638,Petrol,Manual,Karnataka,9169.0,519000.0
2018,Maruti,Baleno,52863,Petrol,Manual,Haryana,6910.0,391000.0
2015,Honda,Amaze,74628,Petrol,Manual,Delhi,6665.0,253000.0
2023,Maruti,XL6,23892,Petrol,Manual,Karnataka,18945.0,1106000.0
2011,Maruti,Eeco,116987,Petrol,Manual,Kerala,,170000.0
2019,Hyundai,Grand i10,68723,CNG,Manual,Maharashtra,8470.0,433000.0
2020,Tata,Harrier,143558,Diesel,Auto,Kerala,28004.0,1288000.0
2018,Hyundai,Grand i10,35647,CNG,Manual,Delhi,8662.0,389000.0
2019,KIA,SELTOS,66097,Petrol,Auto,Uttar Pradesh,15753.0,920000.0
2017,Maruti,Swift,21744,Petrol,Manual,Delhi,6647.0,340000.0
2022,Tata,Harrier,60641,Diesel,Auto,Rajasthan,23150.0,1352000.0
2022,Maruti,Vitara Brezza,94248,Petrol,Manual,Uttar Pradesh,11724.0,664000.0
2014,Hyundai,Grand i10,65413,Petrol,Manual,Maharashtra,6942.0,209000.0
2021,Volkswagen,Polo,31674,Petrol,Manual,Madhya Pradesh,10945.0,620000.0
2016,Maruti,Wagon R 1.0,56549,CNG,Manual,Maharashtra,11714.0,353000.0
2017,Maruti,Wagon R 1.0,69356,CNG,Manual,Delhi,7689.0,292000.0
2017,Skoda,Rapid,126243,Petrol,Manual,Tamil Nadu,9165.0,412000.0
2015,Hyundai,Grand i10,62069,Petrol,Auto,Karnataka,9059.0,344000.0
2018,Tata,Tiago,66030,Petrol,Manual,Tamil Nadu,6607.0,374000.0
2018,Maruti,Swift,92888,Petrol,Auto,Tamil Nadu,8424.0,477000.0
2018,Honda,WR-V,31559,Petrol,Manual,West Bengal,7570.0,429000.0
2016,Hyundai,Elite i20,73544,Petrol,Manual,Gujarat,9120.0,410000.0
2022,KIA,SONET,17161,Petrol,Manual,Delhi,13293.0,753000.0
2015,Maruti,Alto K10,104156,Petrol,Auto,Tamil Nadu,5609.0,213000.0
2013,Hyundai,Verna,86324,Petrol,Auto,Andhra Pradesh,15064.0,320000.0
2016,Hyundai,i10,39867,Petrol,Manual,Delhi,5121.0,230000.0
2013,Maruti,Wagon R 1.0,79191,Petrol,Manual,Maharashtra,8803.0,187000.0
2018,Maruti,Dzire,132161,Petrol,Auto,Tamil Nadu,10121.0,455000.0
2024,Tata,PUNCH,27354,Petrol,Manual,Tamil Nadu,12888.0,730000.0
2023,Tata,NEXON,24657,Petrol,Auto,Delhi,18209.0,1063000.0
2022,Tata,PUNCH,38834,Petrol,Manual,Gujarat,8425.0,477000.0
2024,Tata,ALTROZ,12097,Petrol,Auto,West Bengal,14982.0,875000.0
2018,Honda,Jazz,39557,Petrol,Manual,Tamil Nadu,8314.0,471000.0
2014,Volkswagen,Polo,57320,Petrol,Manual,Delhi,8600.0,259000.0
2016,Maruti,Celerio,72790,Petrol,Manual,Delhi,5072.0,228000.0
2015,Maruti,Ciaz,53028,Petrol,Manual,Karnataka,12383.0,470000.0
2015,Honda,Amaze,81143,Petrol,Manual,Telangana,7479.0,284000.0
2015,Hyundai,Grand i10,42064,Petrol,Manual,Delhi,7718.0,293000.0
2018,Honda,City,25545,Petrol,Manual,Delhi,9484.0,537000.0
2016,Ford,Ecosport,142699,Diesel,Manual,Telangana,12114.0,460000.0
2021,Maruti,Celerio,22976,Petrol,Manual,West Bengal,6973.0,395000.0
2019,Nissan,Micra,103683,Petrol,Auto,Maharashtra,5806.0,261000.0
2016,Honda,Jazz,72685,Petrol,Auto,Karnataka,10188.0,458000.0
2018,Maruti,Dzire,60333,Petrol,Auto,Maharashtra,8314.0,471000.0
2020,Maruti,Swift,94422,Petrol,Manual,Delhi,7498.0,425000.0
2015,Honda,Brio,35480,Petrol,Manual,Delhi,5714.0,217000.0
2022,Tata,TIAGO NRG,27604,Petrol,Auto,Bihar,8323.0,471000.0
2023,Tata,TIAGO NRG,48348,Petrol,Auto,Karnataka,10415.0,590000.0
2016,Maruti,Swift Dzire,67318,Petrol,Manual,Delhi,6384.0,287000.0
2022,Tata,NEXON,66589,Petrol,Manual,West Bengal,9532.0,540000.0
2017,Maruti,Baleno,68491,Petrol,Manual,Maharashtra,8798.0,450000.0
2018,Ford,New Figo,51350,Diesel,Manual,Maharashtra,7022.0,359000.0
2016,Tata,Tiago,69684,Diesel,Manual,Karnataka,9880.0,375000.0
2022,Tata,NEXON,79456,Petrol,Manual,Tamil Nadu,10899.0,617000.0
2018,Hyundai,NEW SANTRO,31951,Petrol,Auto,Karnataka,6584.0,373000.0
2019,Mahindra,XUV500,91379,Diesel,Manual,Bihar,14724.0,860000.0
2021,Honda,WR-V,64384,Diesel,Manual,Tamil Nadu,12801.0,725000.0
2013,Maruti,Swift Dzire,126838,Diesel,Manual,Tamil Nadu,34207.0,385000.0
2021,Maruti,New Wagon-R,38943,Petrol,Manual,Gujarat,7944.0,450000.0
2022,Tata,NEXON,61567,Diesel,Manual,Karnataka,13989.0,817000.0
2015,Maruti,Celerio,39711,Petrol,Auto,Kerala,8558.0,325000.0
2014,Maruti,Swift,80033,Petrol,Manual,Karnataka,11990.0,361000.0
2021,KIA,CARNIVAL,79895,Diesel,Auto,Haryana,41311.0,1900000.0
2021,Skoda,KUSHAQ,56564,Petrol,Manual,Karnataka,15855.0,926000.0
2017,Ford,Ecosport,122911,Petrol,Manual,Tamil Nadu,9521.0,428000.0
2021,Tata,NEXON,122716,Petrol,Manual,Maharashtra,11554.0,519000.0
2016,Hyundai,Grand i10,67042,Petrol,Manual,West Bengal,5645.0,254000.0
2021,Maruti,S PRESSO,22711,Petrol,Auto,Haryana,6020.0,341000.0
2014,Hyundai,Grand i10,79858,Petrol,Manual,Maharashtra,8769.0,264000.0
2018,Volkswagen,Vento,67028,Petrol,Auto,Telangana,11245.0,637000.0
2018,Skoda,Rapid,132003,Diesel,Auto,Karnataka,11881.0,534000.0
2017,Maruti,Baleno,66142,Petrol,Manual,Haryana,6588.0,337000.0
2015,Honda,City,137152,Petrol,Auto,Haryana,9217.0,350000.0
2021,KIA,SONET,17589,Petrol,Auto,Tamil Nadu,14588.0,852000.0
2019,Hyundai,Elite i20,106100,CNG,Manual,Gujarat,12547.0,564000.0
2017,Renault,Kwid,41687,Petrol,Auto,Delhi,4980.0,255000.0
2016,Volkswagen,Polo,84270,Petrol,Auto,Gujarat,7957.0,358000.0
2021,Hyundai,GRAND I10 NIOS,83815,Petrol,Manual,Delhi,7446.0,422000.0
2014,Honda,Amaze,83878,Petrol,Manual,Maharashtra,7440.0,224000.0
2013,Mahindra,Scorpio,144881,Diesel,Manual,Andhra Pradesh,41492.0,467000.0
2022,KIA,SELTOS,29009,Petrol,Manual,Delhi,15444.0,902000.0
2018,Maruti,Ciaz,49442,Petrol,Manual,Gujarat,7443.0,422000.0
2023,Mahindra,XUV700,14538,Petrol,Auto,Delhi,25290.0,1477000.0
2022,Hyundai,NEW I20,26568,Petrol,Manual,Karnataka,12974.0,735000.0
2013,Maruti,Swift,70013,Petrol,Manual,Maharashtra,15302.0,325000.0
2016,Honda,Jazz,76046,Petrol,Auto,Gujarat,6991.0,314000.0
2021,Hyundai,NEW I20,149924,Petrol,Manual,Maharashtra,12635.0,568000.0
2014,Hyundai,i20,79598,Petrol,Manual,Maharashtra,8630.0,260000.0
2019,Maruti,Celerio,82209,Petrol,Auto,Telangana,6007.0,340000.0
2019,Maruti,Baleno,85854,Petrol,Manual,Maharashtra,7608.0,431000.0
2018,Hyundai,Elite i20,47233,Petrol,Auto,Maharashtra,8915.0,505000.0
2023,Renault,TRIBER,22597,Petrol,Manual,Telangana,9444.0,535000.0
2014,Maruti,Swift,43849,Petrol,Manual,Haryana,9056.0,273000.0
2015,Hyundai,Xcent,86932,Petrol,Manual,Karnataka,7663.0,291000.0
2015,Honda,City,39968,Petrol,Manual,Maharashtra,9480.0,360000.0
2019,Maruti,Dzire,32100,Petrol,Auto,Karnataka,9850.0,558000.0
2018,Hyundai,Elite i20,123416,Petrol,Manual,Maharashtra,10077.0,453000.0
2017,Toyota,Innova Crysta,61710,Petrol,Auto,Delhi,20195.0,1061000.0
2017,Tata,Tiago,69993,Petrol,Auto,Karnataka,7429.0,380000.0
2013,Honda,Amaze,67162,Diesel,Manual,Karnataka,28123.0,317000.0
2015,Ford,Ecosport,92380,Diesel,Manual,Karnataka,13855.0,417000.0
2021,Renault,TRIBER,33102,Petrol,Manual,Punjab,8085.0,458000.0
2017,Hyundai,Creta,72717,Petrol,Manual,Delhi,9130.0,467000.0
2019,Tata,TIGOR,85687,Petrol,Auto,Maharashtra,6916.0,392000.0
2021,Maruti,S Cross,119619,CNG,Auto,Gujarat,12709.0,571000.0
2016,Honda,Jazz,50423,Petrol,Manual,Madhya Pradesh,8008.0,360000.0
2021,KIA,SONET,45633,Petrol,Auto,Uttar Pradesh,13580.0,769000.0
2025,Tata,ALTROZ,28096,CNG,Manual,Delhi,12357.0,700000.0
2017,Maruti,Alto 800,35960,Petrol,Manual,Delhi,4047.0,207000.0
2014,Maruti,Wagon R 1.0,59265,Petrol,Manual,Delhi,6883.0,207000.0
2019,Maruti,Ciaz,85255,Petrol,Auto,Delhi,9815.0,556000.0
2022,Renault,TRIBER,30814,Petrol,Auto,Telangana,9606.0,544000.0
2022,Maruti,Alto,94631,Petrol,Manual,Gujarat,4235.0,240000.0
2018,Tata,TIGOR,49377,CNG,Manual,Maharashtra,10121.0,455000.0
2016,Honda,City,82773,Petrol,Manual,Chandigarh,10117.0,455000.0
2023,Nissan,MAGNITE,39099,Petrol,Auto,Gujarat,12710.0,720000.0
2021,Hyundai,NEW SANTRO,12033,Petrol,Manual,West Bengal,6617.0,375000.0
2023,Hyundai,EXTER,36873,Petrol,Auto,Telangana,13257.0,751000.0
2018,Maruti,Dzire,77155,Petrol,Manual,Tamil Nadu,9797.0,555000.0
2022,MG,HECTOR PLUS,22736,Petrol,Manual,Maharashtra,19845.0,1159000.0
2014,Maruti,Ertiga,47925,CNG,Manual,Maharashtra,47106.0,530000.0
2017,Hyundai,Creta,48205,Petrol,Manual,Delhi,10068.0,515000.0
2017,Volkswagen,Polo,82301,Petrol,Manual,Karnataka,8367.0,428000.0
2018,Tata,NEXON,30322,Petrol,Auto,Karnataka,10397.0,589000.0
2016,Honda,City,80245,Petrol,Manual,Tamil Nadu,10299.0,463000.0
2016,Maruti,Ciaz,78023,Petrol,Manual,Maharashtra,8898.0,400000.0
2016,Toyota,Corolla Altis,90628,Petrol,Auto,Haryana,12479.0,561000.0
2022,Maruti,Baleno,9599,Petrol,Manual,Karnataka,13259.0,751000.0
2017,BMW,X1,48094,Diesel,Auto,Maharashtra,33701.0,1550000.0
2018,Hyundai,Grand i10,77374,Petrol,Manual,Uttar Pradesh,6267.0,355000.0
2022,Renault,Kiger,48818,Petrol,Auto,Karnataka,10715.0,607000.0
2023,Volkswagen,TAIGUN,28732,Petrol,Auto,Maharashtra,21797.0,1273000.0
2017,Renault,Kwid,75780,Petrol,Auto,Karnataka,5444.0,278000.0
2016,Ford,Ecosport,60315,Petrol,Auto,Delhi,7674.0,345000.0
2022,Renault,Kwid,34037,Petrol,Manual,Gujarat,5267.0,298000.0
2017,Renault,Kwid,66414,Petrol,Auto,Maharashtra,4712.0,241000.0
2017,Renault,Duster,85995,Petrol,Auto,Haryana,7879.0,403000.0
2017,Maruti,Wagon R 1.0,35598,CNG,Auto,Delhi,7347.0,279000.0
2019,Tata,NEXON,60922,Petrol,Manual,Haryana,8544.0,484000.0
2019,Audi,A3,61518,Petrol,Auto,Maharashtra,25667.0,1499000.0
2023,Tata,Tiago,37637,Petrol,Auto,Gujarat,8996.0,510000.0
2017,Mahindra,KUV 100 NXT,84353,Diesel,Manual,Uttar Pradesh,7346.0,330000.0
2014,Volkswagen,Jetta,111587,Petrol,Manual,Maharashtra,11658.0,351000.0
2020,Honda,WR-V,86870,Diesel,Manual,Gujarat,10000.0,566000.0
2015,Hyundai,Grand i10,53267,Petrol,Auto,Tamil Nadu,8637.0,328000.0
2014,Maruti,Swift,44303,Petrol,Manual,Tamil Nadu,10961.0,330000.0
2019,Hyundai,NEW SANTRO,17463,Petrol,Manual,Maharashtra,6138.0,348000.0
2018,Tata,NEXON,44976,Petrol,Auto,Karnataka,11618.0,658000.0
2017,Hyundai,Elite i20,50007,Petrol,Manual,Gujarat,8353.0,427000.0
2013,Ford,Ecosport,70238,Petrol,Manual,Maharashtra,12898.0,274000.0
2018,Maruti,Ciaz,82251,Petrol,Manual,Haryana,9065.0,514000.0
2021,Mahindra,XUV300,118148,Petrol,Manual,Uttar Pradesh,11834.0,532000.0
2014,Maruti,Wagon R 1.0,58412,Petrol,Manual,Tamil Nadu,9300.0,280000.0
2014,Maruti,Celerio,32992,Petrol,Auto,Telangana,10870.0,327000.0
2015,Maruti,Swift Dzire,46995,Petrol,Manual,Delhi,7395.0,281000.0
2015,Hyundai,Eon,21667,Petrol,Manual,Haryana,5272.0,200000.0
2023,Tata,ALTROZ,14624,Petrol,Manual,Gujarat,9856.0,558000.0
2017,Honda,Amaze,64204,Petrol,Manual,Delhi,7278.0,372000.0
2021,KIA,SONET,79179,Diesel,Manual,Karnataka,13875.0,786000.0
2022,Hyundai,NEW I20,33680,Petrol,Auto,Karnataka,13910.0,788000.0
2016,Renault,Kwid,53417,Petrol,Manual,Delhi,4249.0,191000.0
2013,Volkswagen,Polo,73040,Diesel,Manual,Karnataka,28698.0,323000.0
2014,Hyundai,i10,66696,CNG,Manual,Haryana,16270.0,183000.0
2018,Renault,Kwid,63853,Petrol,Manual,Haryana,3584.0,203000.0
2021,Tata,ALTROZ,26656,Petrol,Manual,Delhi,8685.0,492000.0
2019,Maruti,XL6,86248,Petrol,Auto,Rajasthan,11827.0,670000.0
2024,Hyundai,VENUE N LINE,9719,Petrol,Auto,Gujarat,17182.0,1003000.0
2018,Mahindra,KUV 100 NXT,29089,Petrol,Manual,Kerala,4819.0,273000.0
2018,Datsun,Redi Go,15288,Petrol,Auto,Telangana,3884.0,220000.0
2016,Hyundai,Verna,60245,Petrol,Auto,Karnataka,11834.0,532000.0
2021,Skoda,KUSHAQ,57767,Petrol,Manual,Karnataka,16115.0,941000.0
2016,Hyundai,Grand i10,51434,CNG,Manual,Haryana,9533.0,287000.0
2019,Renault,Kwid,14060,Petrol,Auto,Maharashtra,5300.0,300000.0
2017,Renault,Duster,77297,Petrol,Auto,Karnataka,9189.0,470000.0
2015,Tata,Zest,38215,Petrol,Manual,Maharashtra,7474.0,284000.0
2014,Hyundai,i10,91506,CNG,Manual,Gujarat,18767.0,211000.0
2025,KIA,SYROS,2598,Petrol,Manual,Rajasthan,17550.0,1025000.0
2013,Hyundai,i10,89603,CNG,Auto,Maharashtra,,194000.0
2021,Maruti,S PRESSO,64045,Petrol,Manual,Bihar,5825.0,330000.0
2018,Volkswagen,Ameo,109907,Diesel,Auto,Telangana,9369.0,421000.0
2017,Honda,City,36457,Petrol,Manual,Tamil Nadu,12820.0,656000.0
2019,Renault,Kwid,63437,Petrol,Auto,Telangana,4872.0,276000.0
2015,Ford,Ecosport,97618,Petrol,Auto,Tamil Nadu,10929.0,415000.0
2017,Honda,Jazz,24415,Petrol,Manual,Maharashtra,6471.0,331000.0
2014,Maruti,Wagon R 1.0,51625,Petrol,Manual,Maharashtra,7673.0,231000.0
2018,Hyundai,Grand i10,22048,Petrol,Manual,Gujarat,6713.0,380000.0
2019,Hyundai,Elite i20,40041,Petrol,Auto,Karnataka,11478.0,650000.0
2020,Maruti,Baleno,75912,Petrol,Manual,Telangana,8650.0,490000.0
2018,Ford,Ecosport,42025,Petrol,Auto,Uttar Pradesh,7979.0,452000.0
2019,Maruti,Vitara Brezza,96750,Diesel,Manual,Telangana,12450.0,705000.0
2017,Maruti,Swift,55843,CNG,Manual,Delhi,9753.0,370000.0
2018,Ford,FREESTYLE,89710,Diesel,Manual,Karnataka,8661.0,443000.0
2014,Ford,Ecosport,82073,Petrol,Manual,Karnataka,12621.0,380000.0
2013,Hyundai,i10,72252,CNG,Manual,Gujarat,,178000.0
2016,Honda,City,66622,Petrol,Manual,Gujarat,10161.0,457000.0
2016,Hyundai,Creta,120642,CNG,Manual,Delhi,14216.0,428000.0
2019,Tata,NEXON,22894,Petrol,Auto,Telangana,11810.0,669000.0
2021,Hyundai,NEW SANTRO,94018,CNG,Manual,Haryana,6146.0,348000.0
2013,Hyundai,i10,38037,Petrol,Manual,Andhra Pradesh,11251.0,239000.0
2017,Maruti,Alto K10,51129,Petrol,Auto,Telangana,4888.0,250000.0
